sa,naics_sector,series,geo,year,annual_total
U,Total for All NAICS,Business Applications,SD,2015,6470.0
A,Total for All NAICS,Business Applications,SD,2015,6522.0
U,Total for All NAICS,Business Applications,TN,2015,44274.0
A,Total for All NAICS,Business Applications,TN,2015,44721.0
U,Total for All NAICS,Business Applications,TX,2015,237373.0
A,Total for All NAICS,Business Applications,TX,2015,239626.0
U,Total for All NAICS,Business Applications,UT,2015,41000.0
A,Total for All NAICS,Business Applications,UT,2015,41294.0
U,Total for All NAICS,Business Applications,VT,2015,4506.0
A,Total for All NAICS,Business Applications,VT,2015,4549.0
U,Total for All NAICS,Business Applications,VA,2015,72406.0
A,Total for All NAICS,Business Applications,VA,2015,73169.0
U,Total for All NAICS,Business Applications,WA,2015,53527.0
A,Total for All NAICS,Business Applications,WA,2015,53878.0
U,Total for All NAICS,Business Applications,WV,2015,8584.0
A,Total for All NAICS,Business Applications,WV,2015,8684.0
U,Total for All NAICS,Business Applications,WI,2015,37163.0
A,Total for All NAICS,Business Applications,WI,2015,37475.0
U,Total for All NAICS,Business Applications,WY,2015,9731.0
A,Total for All NAICS,Business Applications,WY,2015,9839.0
U,Total for All NAICS,Business Applications from Corporations,US,2015,556461.0
U,Agriculture,Business Applications from Corporations,US,2015,4289.0
U,Mining,Business Applications from Corporations,US,2015,899.0
U,Utilities,Business Applications from Corporations,US,2015,341.0
U,Construction,Business Applications from Corporations,US,2015,61588.0
U,Manufacturing,Business Applications from Corporations,US,2015,13905.0
U,Wholesale Trade,Business Applications from Corporations,US,2015,32652.0
U,Retail Trade,Business Applications from Corporations,US,2015,68196.0
U,Transportation and Warehousing,Business Applications from Corporations,US,2015,43742.0
U,Information,Business Applications from Corporations,US,2015,14318.0
U,Finance and Insurance,Business Applications from Corporations,US,2015,23659.0
U,Real Estate,Business Applications from Corporations,US,2015,27269.0
U,Professional Services,Business Applications from Corporations,US,2015,86607.0
U,Management of Companies,Business Applications from Corporations,US,2015,4030.0
U,Administrative and Support,Business Applications from Corporations,US,2015,32044.0
U,Educational Services,Business Applications from Corporations,US,2015,8200.0
U,Health Care and Social Assistance,Business Applications from Corporations,US,2015,38463.0
U,Arts and Entertainment,Business Applications from Corporations,US,2015,13808.0
U,Accommodation and Food Services,Business Applications from Corporations,US,2015,37631.0
U,Other Services,Business Applications from Corporations,US,2015,41768.0
U,No NAICS Assigned,Business Applications from Corporations,US,2015,3052.0
A,Total for All NAICS,Business Applications from Corporations,US,2015,561259.0
A,Agriculture,Business Applications from Corporations,US,2015,4271.0
A,Mining,Business Applications from Corporations,US,2015,903.0
A,Utilities,Business Applications from Corporations,US,2015,341.0
A,Construction,Business Applications from Corporations,US,2015,62366.0
A,Manufacturing,Business Applications from Corporations,US,2015,14040.0
A,Wholesale Trade,Business Applications from Corporations,US,2015,32933.0
A,Retail Trade,Business Applications from Corporations,US,2015,68802.0
A,Transportation and Warehousing,Business Applications from Corporations,US,2015,43994.0
A,Information,Business Applications from Corporations,US,2015,14539.0
A,Finance and Insurance,Business Applications from Corporations,US,2015,23795.0
A,Real Estate,Business Applications from Corporations,US,2015,27441.0
A,Professional Services,Business Applications from Corporations,US,2015,87201.0
A,Management of Companies,Business Applications from Corporations,US,2015,4063.0
A,Administrative and Support,Business Applications from Corporations,US,2015,32366.0
A,Educational Services,Business Applications from Corporations,US,2015,8281.0
A,Health Care and Social Assistance,Business Applications from Corporations,US,2015,38817.0
A,Arts and Entertainment,Business Applications from Corporations,US,2015,13956.0
A,Accommodation and Food Services,Business Applications from Corporations,US,2015,37925.0
A,Other Services,Business Applications from Corporations,US,2015,42117.0
A,No NAICS Assigned,Business Applications from Corporations,US,2015,3106.0
U,Total for All NAICS,Business Applications from Corporations,NO,2015,118319.0
A,Total for All NAICS,Business Applications from Corporations,NO,2015,119519.0
U,Total for All NAICS,Business Applications from Corporations,MW,2015,83094.0
A,Total for All NAICS,Business Applications from Corporations,MW,2015,83641.0
U,Total for All NAICS,Business Applications from Corporations,SO,2015,206736.0
A,Total for All NAICS,Business Applications from Corporations,SO,2015,208341.0
U,Total for All NAICS,Business Applications from Corporations,WE,2015,148312.0
A,Total for All NAICS,Business Applications from Corporations,WE,2015,149758.0
U,Total for All NAICS,Business Applications from Corporations,AL,2015,3241.0
A,Total for All NAICS,Business Applications from Corporations,AL,2015,3259.0
U,Total for All NAICS,Business Applications from Corporations,AK,2015,822.0
A,Total for All NAICS,Business Applications from Corporations,AK,2015,843.0
U,Total for All NAICS,Business Applications from Corporations,AZ,2015,4632.0
A,Total for All NAICS,Business Applications from Corporations,AZ,2015,4670.0
U,Total for All NAICS,Business Applications from Corporations,AR,2015,2632.0
A,Total for All NAICS,Business Applications from Corporations,AR,2015,2661.0
U,Total for All NAICS,Business Applications from Corporations,CA,2015,99540.0
A,Total for All NAICS,Business Applications from Corporations,CA,2015,100676.0
U,Total for All NAICS,Business Applications from Corporations,CO,2015,10584.0
A,Total for All NAICS,Business Applications from Corporations,CO,2015,10655.0
U,Total for All NAICS,Business Applications from Corporations,CT,2015,2297.0
A,Total for All NAICS,Business Applications from Corporations,CT,2015,2311.0
U,Total for All NAICS,Business Applications from Corporations,DE,2015,3962.0
A,Total for All NAICS,Business Applications from Corporations,DE,2015,3991.0
U,Total for All NAICS,Business Applications from Corporations,DC,2015,1282.0
A,Total for All NAICS,Business Applications from Corporations,DC,2015,1293.0
U,Total for All NAICS,Business Applications from Corporations,FL,2015,97257.0
A,Total for All NAICS,Business Applications from Corporations,FL,2015,97927.0
U,Total for All NAICS,Business Applications from Corporations,GA,2015,17139.0
A,Total for All NAICS,Business Applications from Corporations,GA,2015,17312.0
U,Total for All NAICS,Business Applications from Corporations,HI,2015,1512.0
A,Total for All NAICS,Business Applications from Corporations,HI,2015,1521.0
U,Total for All NAICS,Business Applications from Corporations,ID,2015,1474.0
A,Total for All NAICS,Business Applications from Corporations,ID,2015,1484.0
U,Total for All NAICS,Business Applications from Corporations,IL,2015,38843.0
A,Total for All NAICS,Business Applications from Corporations,IL,2015,39077.0
U,Total for All NAICS,Business Applications from Corporations,IN,2015,6061.0
A,Total for All NAICS,Business Applications from Corporations,IN,2015,6120.0
U,Total for All NAICS,Business Applications from Corporations,IA,2015,2395.0
A,Total for All NAICS,Business Applications from Corporations,IA,2015,2413.0
U,Total for All NAICS,Business Applications from Corporations,KS,2015,2017.0
A,Total for All NAICS,Business Applications from Corporations,KS,2015,2028.0
U,Total for All NAICS,Business Applications from Corporations,KY,2015,2556.0
A,Total for All NAICS,Business Applications from Corporations,KY,2015,2575.0
U,Total for All NAICS,Business Applications from Corporations,LA,2015,2857.0
A,Total for All NAICS,Business Applications from Corporations,LA,2015,2884.0
U,Total for All NAICS,Business Applications from Corporations,ME,2015,1336.0
A,Total for All NAICS,Business Applications from Corporations,ME,2015,1352.0
U,Total for All NAICS,Business Applications from Corporations,MD,2015,7933.0
A,Total for All NAICS,Business Applications from Corporations,MD,2015,8023.0
U,Total for All NAICS,Business Applications from Corporations,MA,2015,12498.0
A,Total for All NAICS,Business Applications from Corporations,MA,2015,12612.0
U,Total for All NAICS,Business Applications from Corporations,MI,2015,10901.0
A,Total for All NAICS,Business Applications from Corporations,MI,2015,10980.0
U,Total for All NAICS,Business Applications from Corporations,MN,2015,6023.0
A,Total for All NAICS,Business Applications from Corporations,MN,2015,6045.0
U,Total for All NAICS,Business Applications from Corporations,MS,2015,2062.0
A,Total for All NAICS,Business Applications from Corporations,MS,2015,2082.0
U,Total for All NAICS,Business Applications from Corporations,MO,2015,3360.0
A,Total for All NAICS,Business Applications from Corporations,MO,2015,3372.0
U,Total for All NAICS,Business Applications from Corporations,MT,2015,1654.0
A,Total for All NAICS,Business Applications from Corporations,MT,2015,1675.0
U,Total for All NAICS,Business Applications from Corporations,NE,2015,1695.0
A,Total for All NAICS,Business Applications from Corporations,NE,2015,1697.0
U,Total for All NAICS,Business Applications from Corporations,NV,2015,7914.0
A,Total for All NAICS,Business Applications from Corporations,NV,2015,7917.0
U,Total for All NAICS,Business Applications from Corporations,NH,2015,899.0
A,Total for All NAICS,Business Applications from Corporations,NH,2015,908.0
U,Total for All NAICS,Business Applications from Corporations,NJ,2015,13234.0
A,Total for All NAICS,Business Applications from Corporations,NJ,2015,13382.0
U,Total for All NAICS,Business Applications from Corporations,NM,2015,1181.0
A,Total for All NAICS,Business Applications from Corporations,NM,2015,1182.0
U,Total for All NAICS,Business Applications from Corporations,NY,2015,75676.0
A,Total for All NAICS,Business Applications from Corporations,NY,2015,76468.0
U,Total for All NAICS,Business Applications from Corporations,NC,2015,13301.0
A,Total for All NAICS,Business Applications from Corporations,NC,2015,13408.0
U,Total for All NAICS,Business Applications from Corporations,ND,2015,804.0
A,Total for All NAICS,Business Applications from Corporations,ND,2015,808.0
U,Total for All NAICS,Business Applications from Corporations,OH,2015,6677.0
A,Total for All NAICS,Business Applications from Corporations,OH,2015,6739.0
U,Total for All NAICS,Business Applications from Corporations,OK,2015,3034.0
A,Total for All NAICS,Business Applications from Corporations,OK,2015,3063.0
U,Total for All NAICS,Business Applications from Corporations,OR,2015,4451.0
A,Total for All NAICS,Business Applications from Corporations,OR,2015,4490.0
U,Total for All NAICS,Business Applications from Corporations,PA,2015,10699.0
A,Total for All NAICS,Business Applications from Corporations,PA,2015,10777.0
U,Total for All NAICS,Business Applications from Corporations,RI,2015,1164.0
A,Total for All NAICS,Business Applications from Corporations,RI,2015,1189.0
U,Total for All NAICS,Business Applications from Corporations,SC,2015,3194.0
A,Total for All NAICS,Business Applications from Corporations,SC,2015,3235.0
U,Total for All NAICS,Business Applications from Corporations,SD,2015,845.0
A,Total for All NAICS,Business Applications from Corporations,SD,2015,867.0
U,Total for All NAICS,Business Applications from Corporations,TN,2015,5869.0
A,Total for All NAICS,Business Applications from Corporations,TN,2015,5912.0
U,Total for All NAICS,Business Applications from Corporations,TX,2015,28867.0
A,Total for All NAICS,Business Applications from Corporations,TX,2015,29097.0
U,Total for All NAICS,Business Applications from Corporations,UT,2015,4637.0
A,Total for All NAICS,Business Applications from Corporations,UT,2015,4665.0
U,Total for All NAICS,Business Applications from Corporations,VT,2015,516.0
A,Total for All NAICS,Business Applications from Corporations,VT,2015,520.0
U,Total for All NAICS,Business Applications from Corporations,VA,2015,10677.0
A,Total for All NAICS,Business Applications from Corporations,VA,2015,10743.0
U,Total for All NAICS,Business Applications from Corporations,WA,2015,8167.0
A,Total for All NAICS,Business Applications from Corporations,WA,2015,8207.0
U,Total for All NAICS,Business Applications from Corporations,WV,2015,873.0
A,Total for All NAICS,Business Applications from Corporations,WV,2015,876.0
U,Total for All NAICS,Business Applications from Corporations,WI,2015,3473.0
A,Total for All NAICS,Business Applications from Corporations,WI,2015,3495.0
U,Total for All NAICS,Business Applications from Corporations,WY,2015,1744.0
A,Total for All NAICS,Business Applications from Corporations,WY,2015,1773.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,1187257.0
U,Agriculture,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,11710.0
U,Mining,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,1806.0
U,Utilities,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,484.0
U,Construction,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,174301.0
U,Manufacturing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,31003.0
U,Wholesale Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,40912.0
U,Retail Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,139949.0
U,Transportation and Warehousing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,61129.0
U,Information,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,19231.0
U,Finance and Insurance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,46327.0
U,Real Estate,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,36463.0
U,Professional Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,152425.0
U,Management of Companies,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,4394.0
U,Administrative and Support,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,57899.0
U,Educational Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,14161.0
U,Health Care and Social Assistance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,135666.0
U,Arts and Entertainment,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,23614.0
U,Accommodation and Food Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,158792.0
U,Other Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,71519.0
U,No NAICS Assigned,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,5472.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,1197475.0
A,Agriculture,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,11656.0
A,Mining,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,1815.0
A,Utilities,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,485.0
A,Construction,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,176369.0
A,Manufacturing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,31262.0
A,Wholesale Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,41256.0
A,Retail Trade,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,140982.0
A,Transportation and Warehousing,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,61544.0
A,Information,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,19506.0
A,Finance and Insurance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,46677.0
A,Real Estate,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,36710.0
A,Professional Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,153400.0
A,Management of Companies,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,4437.0
A,Administrative and Support,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,58436.0
A,Educational Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,14324.0
A,Health Care and Social Assistance,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,136927.0
A,Arts and Entertainment,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,23852.0
A,Accommodation and Food Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,160158.0
A,Other Services,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,72122.0
A,No NAICS Assigned,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,US,2015,5554.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NO,2015,212695.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NO,2015,214717.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MW,2015,196909.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MW,2015,198341.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SO,2015,483833.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SO,2015,487939.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WE,2015,293820.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WE,2015,296478.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AL,2015,11277.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AL,2015,11369.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AK,2015,2550.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AK,2015,2586.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AZ,2015,19607.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AZ,2015,19785.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AR,2015,7872.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,AR,2015,7947.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CA,2015,155246.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CA,2015,156787.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CO,2015,28717.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CO,2015,28990.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CT,2015,9429.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,CT,2015,9500.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DE,2015,6510.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DE,2015,6554.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DC,2015,3380.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,DC,2015,3408.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,FL,2015,155511.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,FL,2015,156510.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,GA,2015,44079.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,GA,2015,44545.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,HI,2015,4419.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,HI,2015,4447.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ID,2015,5849.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ID,2015,5906.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IL,2015,54008.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IL,2015,54410.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IN,2015,16454.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IN,2015,16599.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IA,2015,7321.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,IA,2015,7376.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KS,2015,7870.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KS,2015,7921.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KY,2015,9537.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,KY,2015,9626.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,LA,2015,14897.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,LA,2015,15090.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ME,2015,3632.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ME,2015,3676.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MD,2015,21693.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MD,2015,21917.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2015,22741.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2015,22949.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2015,28185.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2015,28353.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2015,15309.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2015,15370.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2015,8447.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2015,8520.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2015,17841.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2015,17982.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2015,4416.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2015,4447.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2015,5195.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2015,5229.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2015,15136.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2015,15205.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2015,3324.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2015,3344.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2015,34137.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2015,34481.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2015,4891.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2015,4914.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2015,104053.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2015,105126.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2015,32000.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2015,32314.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2015,2564.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2015,2562.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2015,25696.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2015,25918.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2015,11877.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2015,11989.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2015,13655.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2015,13785.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2015,30638.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2015,30867.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2015,2866.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2015,2891.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2015,13787.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2015,13929.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2015,2800.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2015,2843.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2015,18649.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2015,18799.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2015,93986.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2015,94822.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2015,12537.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2015,12640.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2015,1875.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2015,1883.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2015,26901.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2015,27147.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2015,23161.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2015,23293.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2015,3430.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2015,3453.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2015,13666.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2015,13778.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2015,3636.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2015,3693.0
U,Total for All NAICS,,US,2015,478148.0
U,Agriculture,,US,2015,8652.0
U,Mining,,US,2015,1174.0
U,Utilities,,US,2015,207.0
U,Construction,,US,2015,51033.0
U,Manufacturing,,US,2015,13522.0
U,Wholesale Trade,,US,2015,15766.0
U,Retail Trade,,US,2015,60233.0
U,Transportation and Warehousing,,US,2015,25821.0
U,Information,,US,2015,8590.0
U,Finance and Insurance,,US,2015,14948.0
U,Real Estate,,US,2015,14122.0
U,Professional Services,,US,2015,55699.0
U,Management of Companies,,US,2015,584.0
U,Administrative and Support,,US,2015,33996.0
U,Educational Services,,US,2015,7613.0
U,Health Care and Social Assistance,,US,2015,44928.0
U,Arts and Entertainment,,US,2015,12800.0
U,Accommodation and Food Services,,US,2015,65165.0
U,Other Services,,US,2015,40527.0
